Id,Predicted
0,45246
1,19887
2,35602
3,38896
4,4753
5,9908
6,9400
7,58395
8,44356
9,51743
10,22814
11,12985
12,45714
13,9584
14,16493
15,54372
16,25229
17,11003
18,49968
19,8236
20,63226
21,22125
22,24780
23,8630
24,31621
25,7179
26,2337
27,49649
28,50863
29,49204
30,49868
31,14643
32,41076
33,59677
34,53069
35,64295
36,32867
37,33826
38,25493
39,51738
40,37042
41,55666
42,3571
43,23735
44,52895
45,29648
46,42808
47,689
48,46644
49,5068
50,22984
51,53328
52,1977
53,54737
54,54157
55,59098
56,31401
57,52509
58,10351
59,8621
60,25176
61,14006
62,40139
63,34727
64,10985
65,41512
66,5311
67,37282
68,44096
69,57969
70,10683
71,61302
72,58995
73,2854
74,18398
75,23545
76,13778
77,8063
78,40242
79,7204
80,34430
81,10691
82,46000
83,56486
84,13584
85,2920
86,58496
87,2174
88,10800
89,63596
90,31162
91,15660
92,52004
93,63273
94,41892
95,20129
96,60866
97,33009
98,69
99,56991
100,20129
101,10985
102,50045
103,23731
104,10594
105,61124
106,8055
107,40646
108,13975
109,712
110,48845
111,18892
112,1203
113,1877
114,27077
115,28453
116,43427
117,2355
118,60466
119,31451
120,50629
121,5134
122,56357
123,3147
124,59449
125,17070
126,40002
127,34532
128,46683
129,4865
130,48046
131,10668
132,55399
133,6680
134,11978
135,29989
136,27521
137,27754
138,4730
139,23624
140,18735
141,36090
142,22440
143,33478
144,27029
145,4999
146,23465
147,33067
148,18596
149,37283
150,53319
151,24572
152,2037
153,41076
154,44388
155,34201
156,24799
157,29587
158,22158
159,18029
160,13151
161,47149
162,48743
163,9217
164,59608
165,15515
166,49932
167,61820
168,30704
169,34497
170,57499
171,55375
172,51042
173,55851
174,4713
175,63263
176,23480
177,52020
178,27218
179,40743
180,54947
181,28836
182,49025
183,11733
184,39531
185,22265
186,58995
187,46904
188,42233
189,8923
190,30674
191,38900
192,24606
193,43030
194,712
195,11709
196,56962
197,61122
198,27113
199,58995
200,45221
201,40424
202,10685
203,18892
204,24799
205,25234
206,3971
207,22409
208,43834
209,44146
210,41376
211,52895
212,11009
213,50896
214,2725
215,10800
216,31262
217,16972
218,44011
219,56461
220,47316
221,26930
222,49692
223,14364
224,25001
225,40911
226,24869
227,57703
228,45971
229,53057
230,29727
231,23023
232,3429
233,18546
234,31451
235,32558
236,29762
237,57983
238,13845
239,44022
240,13410
241,54475
242,26149
243,13695
244,2026
245,44716
246,54420
247,41112
248,37228
249,34560
250,29483
251,53449
252,22082
253,58595
254,19887
255,18892
256,24328
257,27339
258,39531
259,63576
260,14518
261,22059
262,49986
263,40542
264,29451
265,56225
266,56221
267,1173
268,16913
269,63018
270,22092
271,52291
272,36036
273,16611
274,47157
275,11212
276,545
277,26497
278,43040
279,20129
280,26626
281,62153
282,10415
283,40193
284,5316
285,50773
286,39724
287,62245
288,631
289,24930
290,10427
291,4371
292,59647
293,26119
294,45972
295,7725
296,12855
297,31778
298,60492
299,47358
300,22734
301,9946
302,16910
303,26149
304,54257
305,8669
306,42210
307,22498
308,57743
309,60994
310,37530
311,32569
312,16268
313,25597
314,4699
315,4546
316,35519
317,56357
318,40162
319,44920
320,51152
321,51068
322,29857
323,58995
324,23731
325,9770
326,50609
327,46012
328,18151
329,14509
330,36249
331,43965
332,62320
333,10316
334,13560
335,31781
336,9252
337,56147
338,3151
339,14395
340,37142
341,48074
342,55082
343,45329
344,60957
345,41716
346,37978
347,47037
348,27733
349,15684
350,50407
351,21267
352,712
353,10657
354,48854
355,12854
356,44920
357,33566
358,712
359,8013
360,22914
361,3215
362,25027
363,40607
364,48672
365,46330
366,9770
367,49256
368,22880
369,21963
370,25663
371,13875
372,60628
373,1394
374,22125
375,41622
376,10691
377,17070
378,5842
379,41568
380,15222
381,38230
382,35032
383,60688
384,22183
385,7476
386,40835
387,25497
388,62198
389,28871
390,28219
391,52708
392,479
393,20442
394,17602
395,45036
396,57096
397,15616
398,28993
399,63862
400,24799
401,45160
402,22062
403,23480
404,42247
405,10577
406,36036
407,49759
408,13476
409,33322
410,60104
411,25261
412,44839
413,62139
414,46363
415,7469
416,10464
417,17016
418,39469
419,8736
420,10379
421,63068
422,57973
423,1921
424,24575
425,27754
426,15809
427,23731
428,51579
429,8475
430,17774
431,45249
432,56486
433,5541
434,29150
435,57674
436,32177
437,44904
438,63124
439,49162
440,12027
441,14298
442,54472
443,49005
444,48626
445,13597
446,36582
447,36528
448,12853
449,2725
450,44716
451,50629
452,13158
453,34587
454,17057
455,45602
456,39118
457,21325
458,37037
459,43289
460,19864
461,17799
462,17063
463,13454
464,14750
465,52339
466,30222
467,40552
468,411
469,31780
470,42117
471,2037
472,5188
473,57219
474,994
475,21955
476,18570
477,56326
478,13914
479,62905
