Id,Predicted
0,45270
1,49681
2,35602
3,38896
4,4805
5,51712
6,9400
7,34220
8,44201
9,51807
10,22811
11,39199
12,45752
13,9584
14,16493
15,60170
16,16992
17,11003
18,49968
19,56267
20,63226
21,22091
22,39966
23,56962
24,27755
25,7179
26,58598
27,56756
28,50863
29,49204
30,11396
31,14004
32,19822
33,58937
34,27853
35,24720
36,15888
37,19256
38,25493
39,26138
40,37042
41,55666
42,3712
43,23740
44,19659
45,61747
46,34948
47,676
48,28255
49,5068
50,22984
51,50850
52,1971
53,54737
54,54151
55,30017
56,4141
57,52508
58,10322
59,8621
60,62653
61,61521
62,40082
63,55892
64,10984
65,42564
66,59767
67,42692
68,24581
69,11807
70,51111
71,11159
72,40897
73,2854
74,18398
75,16824
76,13804
77,8063
78,24956
79,26600
80,34428
81,10682
82,46000
83,56586
84,15512
85,13912
86,7753
87,17710
88,47321
89,29285
90,32684
91,24136
92,42838
93,49611
94,30555
95,47918
96,7969
97,16478
98,63349
99,1098
100,62946
101,10985
102,50045
103,23662
104,10263
105,37677
106,60577
107,40650
108,13975
109,13729
110,31044
111,18950
112,61821
113,1876
114,27077
115,34379
116,41211
117,2355
118,60466
119,31318
120,10779
121,55463
122,52680
123,3133
124,59446
125,25221
126,29336
127,34562
128,47673
129,22271
130,48046
131,23528
132,28762
133,19616
134,12057
135,29198
136,63631
137,63765
138,4730
139,23624
140,18735
141,2757
142,22380
143,14618
144,17493
145,4997
146,23460
147,33067
148,45715
149,37317
150,51668
151,24562
152,24010
153,56192
154,39902
155,34202
156,24799
157,55850
158,61761
159,51273
160,13168
161,47149
162,48745
163,9212
164,59608
165,5753
166,8546
167,4031
168,25275
169,34515
170,15313
171,41990
172,56427
173,35027
174,17257
175,63263
176,23480
177,52103
178,27218
179,40743
180,17897
181,45395
182,49025
183,25093
184,39451
185,9596
186,56738
187,47291
188,42230
189,31162
190,30673
191,36776
192,63756
193,43030
194,27118
195,11709
196,63650
197,18378
198,53978
199,2430
200,13553
201,40424
202,10687
203,12337
204,45856
205,21294
206,3971
207,22520
208,57990
209,7929
210,41376
211,5839
212,11009
213,28526
214,30870
215,35726
216,35726
217,17008
218,50243
219,54527
220,27556
221,22205
222,49738
223,27286
224,33124
225,37077
226,50343
227,48114
228,4699
229,2575
230,54772
231,23025
232,53038
233,19480
234,31363
235,7685
236,29707
237,63089
238,13854
239,37155
240,15431
241,22697
242,44369
243,41115
244,27353
245,42077
246,55014
247,41112
248,35168
249,34444
250,60024
251,38352
252,22082
253,58595
254,721
255,41973
256,61281
257,27339
258,36605
259,63539
260,14516
261,22059
262,19663
263,35425
264,63989
265,31224
266,2026
267,1173
268,44649
269,63027
270,57637
271,59699
272,28883
273,16611
274,49847
275,41229
276,63264
277,13112
278,43040
279,40744
280,49007
281,56289
282,10319
283,45198
284,5228
285,3176
286,26644
287,19305
288,2028
289,48302
290,20901
291,4400
292,16417
293,26124
294,55643
295,54680
296,45297
297,19170
298,60215
299,57210
300,22734
301,18475
302,32213
303,7440
304,54163
305,23843
306,52994
307,22498
308,60110
309,37427
310,37464
311,53686
312,13126
313,21752
314,45367
315,3448
316,52348
317,56991
318,40162
319,39625
320,44478
321,51068
322,32941
323,3319
324,23706
325,9770
326,4957
327,36188
328,31732
329,13280
330,48018
331,221
332,24197
333,10457
334,13560
335,63787
336,9248
337,19921
338,51763
339,55208
340,25395
341,43777
342,21951
343,45323
344,52152
345,41708
346,37991
347,47296
348,27733
349,15684
350,42709
351,52101
352,682
353,12714
354,40739
355,39116
356,50033
357,59674
358,58398
359,56980
360,43207
361,3215
362,19346
363,20273
364,48671
365,46302
366,30420
367,39302
368,22880
369,30227
370,17165
371,13875
372,60593
373,11049
374,57684
375,45988
376,10688
377,39931
378,5843
379,24892
380,15200
381,45039
382,45796
383,14395
384,22107
385,7476
386,41845
387,25498
388,9593
389,28872
390,33299
391,57561
392,327
393,57770
394,17602
395,42946
396,57096
397,4322
398,42402
399,63132
400,44437
401,42364
402,22062
403,32042
404,42247
405,10515
406,12388
407,52546
408,63338
409,11863
410,62887
411,25258
412,31580
413,62140
414,41665
415,21570
416,20475
417,17039
418,39456
419,28722
420,10047
421,63057
422,57973
423,47915
424,46575
425,39279
426,6008
427,23587
428,51579
429,31411
430,49304
431,45246
432,57023
433,5486
434,61102
435,52198
436,33421
437,26778
438,58536
439,49149
440,12027
441,39646
442,50844
443,14524
444,24250
445,13597
446,33742
447,270
448,64157
449,29686
450,18710
451,46822
452,23767
453,34587
454,25869
455,39208
456,29087
457,21277
458,37037
459,57186
460,19878
461,17795
462,17033
463,32552
464,58733
465,52335
466,26665
467,20059
468,219
469,51612
470,55800
471,37091
472,3622
473,25051
474,62915
475,34691
476,1175
477,56330
478,8811
479,39933
480,21186
481,496
482,8870
483,32134
484,16068
485,50779
486,3051
487,39885
488,41115
489,25855
490,9967
491,30558
492,20596
493,29531
494,29816
495,55825
496,27918
497,56952
498,61148
499,5221
500,25221
501,53294
502,15905
503,39243
504,53230
505,20256
506,49847
507,48439
508,41164
509,60822
510,4871
511,24010
512,18588
513,37911
514,7986
515,14153
516,17880
517,5719
518,43069
519,4599
520,18409
521,3495
522,40801
523,3062
524,25386
525,24425
526,15872
527,25653
528,5052
529,13499
530,54865
531,51295
532,57973
533,40323
534,57486
535,22929
536,12456
537,9584
538,21434
539,23539
540,23602
541,62795
542,32770
543,16983
544,34914
545,60218
546,47742
547,57924
548,54343
549,60851
550,23919
551,25169
552,29894
553,33832
554,10840
555,1557
556,25626
557,12167
558,31308
559,4241
560,58895
561,41383
562,45965
563,442
564,1203
565,20967
566,2141
567,35281
568,33624
569,55636
570,55114
571,8545
572,56357
573,53165
574,18081
575,34440
576,21184
577,22018
578,41647
579,33296
580,49388
581,3215
582,17574
583,33284
584,17722
585,48267
586,50874
587,57427
588,32893
589,52339
590,19866
591,61855
592,5129
593,8676
594,35795
595,19745
596,193
597,22007
598,38406
599,42544
600,53804
601,56260
602,53192
603,12966
604,50881
605,32829
606,57334
607,16695
608,33803
609,48867
610,19519
611,1748
612,25265
613,21713
614,52610
615,10672
616,9018
617,17029
618,21329
619,13576
620,51509
621,10784
622,47442
623,49910
624,30037
625,53871
626,61831
627,57087
628,42713
629,47920
630,21694
631,47099
632,52632
633,50226
634,47754
635,58685
636,38867
637,61675
638,13050
639,22474
640,19120
641,20922
642,556
643,54025
644,9127
645,42835
646,10570
647,60340
648,49324
649,61180
650,24365
651,54504
652,11587
653,63947
654,16047
655,40992
656,22298
657,59692
658,6224
659,38265
660,45398
661,29205
662,54274
663,19896
664,28252
665,36370
666,32176
667,59698
668,633
669,44197
670,10145
671,2875
672,8321
673,38471
674,53225
675,42230
676,60249
677,42832
678,1578
679,22217
680,51056
681,7650
682,33639
683,24154
684,20557
685,53577
686,11300
687,5654
688,8887
689,51107
690,742
691,43796
692,39454
693,40173
694,39976
695,7416
696,24023
697,7737
698,27518
699,56124
700,36149
701,20809
702,42835
703,48209
704,23005
705,30580
706,45032
707,64383
708,5541
709,25058
710,38910
711,29080
712,10597
713,22516
714,60131
715,42498
716,23740
717,19754
718,18067
719,19816
720,15851
721,311
722,24300
723,36669
724,57010
725,27730
726,49880
727,38149
728,12465
729,5988
730,18433
731,23428
732,16268
733,35414
734,7849
735,36702
736,452
737,5618
738,5602
739,44669
740,23539
741,10239
742,22918
743,36216
744,51698
745,32866
746,38139
747,56675
748,32482
749,45141
750,41270
751,37354
752,18921
753,25936
754,1136
755,16609
756,36772
757,11763
758,42356
759,30927
760,7458
761,41261
762,63098
763,51284
764,53705
765,22001
766,53076
767,44335
768,52074
769,19888
770,46828
771,22838
772,59748
773,14779
774,34841
775,5795
776,3694
777,7745
778,32002
779,52033
780,38276
781,13511
782,12942
783,8998
784,5041
785,24113
786,26682
787,52111
788,10348
789,36404
790,24431
791,57542
792,31866
793,19105
794,7179
795,35521
796,11092
797,64416
798,47259
799,41241
800,52687
801,11616
802,9289
803,12797
804,57433
805,25627
806,12035
807,36549
808,34735
809,44839
810,49558
811,2410
812,23540
813,46469
814,45041
815,34738
816,16491
817,52674
818,52671
819,61861
820,54666
821,30903
822,33042
823,1260
824,5040
825,55177
826,22241
827,45246
828,29683
829,24279
830,47769
831,53254
832,33582
833,32401
834,33727
835,20750
836,32726
837,62872
838,13892
839,53965
840,6209
841,22461
842,7627
843,3316
844,57691
845,34422
846,18077
847,60037
848,50938
849,11118
850,56821
851,58662
852,55650
853,35144
854,55205
855,29150
856,27192
857,48224
858,56002
859,21661
860,34202
861,59193
862,59241
863,34266
864,7900
865,57764
866,40560
867,64334
868,23483
869,22327
870,61302
871,20105
872,58231
873,6137
874,15968
875,39355
876,925
877,21361
878,26961
879,58953
880,58965
881,61557
882,53048
883,3705
884,31690
885,8093
886,924
887,7577
888,5729
889,191
890,6436
891,58924
892,23454
893,5482
894,35369
895,53452
896,7806
897,58376
898,4251
899,2672
900,22085
901,11529
902,53136
903,21963
904,39407
905,56444
906,26591
907,14773
908,61704
909,4339
910,17954
911,43865
912,54124
913,35242
914,29686
915,60579
916,31236
917,48593
918,5955
919,52701
920,10800
921,5771
922,22504
923,344
924,28804
925,41476
926,47504
927,330
928,45130
929,9170
930,54464
931,10367
932,56096
933,46001
934,26789
935,23720
936,50790
937,41735
938,31078
939,6671
940,986
941,23528
942,55041
943,56012
944,2762
945,21461
946,1806
947,14587
948,9354
949,16574
950,1867
951,22625
952,37310
953,5939
954,58423
955,61219
956,18815
957,13265
958,7869
959,43799
960,52872
961,53452
962,21716
963,22877
964,41679
965,50719
966,24146
967,32976
968,14605
969,64232
970,56794
971,16982
972,36281
973,25039
974,52623
975,31953
976,63408
977,11428
978,29900
979,29841
980,14668
981,9813
982,6570
983,4120
984,20500
985,21415
986,51031
987,20797
988,39872
989,3797
990,22690
991,40428
992,14402
993,42705
994,37901
995,10261
996,10322
997,16448
998,24739
999,56492
1000,41153
1001,5700
1002,53230
1003,23425
1004,11220
1005,18498
1006,61325
1007,42471
1008,13328
1009,10597
1010,22644
1011,2718
1012,53874
1013,51947
1014,7114
1015,63850
1016,30475
1017,55294
1018,28517
1019,46043
1020,29967
1021,1845
1022,44916
1023,55425
1024,49710
1025,59506
1026,4810
1027,29843
1028,48776
1029,49868
1030,42837
1031,22396
1032,22297
1033,31898
1034,15227
1035,60347
1036,23916
1037,38744
1038,45333
1039,20961
1040,39767
1041,196
1042,40629
1043,55864
1044,25952
1045,19772
1046,27098
1047,30659
1048,11717
1049,20730
1050,62134
1051,55799
1052,16989
1053,1075
1054,36856
1055,59212
1056,57869
1057,1691
1058,2701
1059,12231
1060,13476
1061,22001
1062,27590
1063,5695
1064,3764
1065,40621
1066,33850
1067,26553
1068,20238
1069,29292
1070,6159
1071,14772
1072,26682
1073,60579
1074,45059
1075,7003
1076,19063
1077,26763
1078,49830
1079,24164
1080,63079
1081,25080
1082,36536
1083,36331
1084,59602
1085,40876
1086,53387
1087,45927
1088,34729
1089,11968
1090,34059
1091,61942
1092,16986
1093,1301
1094,63835
1095,40721
1096,26518
1097,21826
1098,27708
1099,11587
1100,62791
1101,7647
1102,18871
1103,7469
1104,61214
1105,2277
1106,57164
1107,40002
1108,32107
1109,26223
1110,10660
1111,35902
