Id,Predicted
0,45270
1,49681
2,35602
3,38896
4,4753
5,49858
6,9400
7,19627
8,22504
9,51844
10,22811
11,39199
12,54829
13,9584
14,16493
15,54373
16,11592
17,11003
18,49968
19,57146
20,63226
21,22091
22,20117
23,2037
24,17310
25,7179
26,38923
27,56686
28,50863
29,20192
30,35495
31,14004
32,60900
33,58937
34,27853
35,24720
36,15872
37,26678
38,25495
39,26138
40,37042
41,55667
42,3568
43,23740
44,19659
45,61747
46,574
47,687
48,28302
49,5068
50,22984
51,50848
52,32640
53,54737
54,54157
55,10465
56,8171
57,52508
58,10351
59,8621
60,62653
61,2388
62,40139
63,55892
64,10985
65,8238
66,5307
67,23480
68,24581
69,25903
70,10681
71,54977
72,40897
73,2854
74,18398
75,16824
76,13768
77,8063
78,24957
79,7143
80,34430
81,10682
82,46000
83,56586
84,5945
85,13912
86,7753
87,5678
88,47321
89,29285
90,32684
91,24136
92,42838
93,49066
94,30589
95,20841
96,7969
97,19490
98,63349
99,56991
100,62946
101,10985
102,50045
103,23661
104,10263
105,43109
106,30173
107,40650
108,13975
109,57614
110,2390
111,47699
112,61821
113,1876
114,27077
115,34379
116,31701
117,1690
118,60466
119,31354
120,10779
121,55463
122,52581
123,3133
124,59446
125,25221
126,40002
127,34562
128,25082
129,9592
130,48046
131,2153
132,28762
133,59212
134,11978
135,29195
136,4490
137,25161
138,4730
139,23624
140,18735
141,2758
142,22380
143,14618
144,58298
145,4997
146,14861
147,36509
148,13181
149,37317
150,51668
151,24562
152,63322
153,56192
154,39892
155,34202
156,24799
157,38971
158,61761
159,18029
160,13168
161,47149
162,48725
163,9212
164,59608
165,15515
166,8545
167,19378
168,16976
169,34515
170,26187
171,41984
172,51086
173,35027
174,24787
175,63263
176,23480
177,52103
178,27218
179,40743
180,17897
181,45395
182,55931
183,31961
184,39451
185,22265
186,56738
187,47352
188,42247
189,39202
190,30672
191,36776
192,24197
193,43030
194,38575
195,11709
196,63650
197,57225
198,53978
199,2430
200,54485
201,40424
202,10687
203,11418
204,18777
205,21335
206,3971
207,22499
208,39079
209,7912
210,41376
211,5839
212,11009
213,28526
214,35392
215,61341
216,53725
217,17008
218,50243
219,54538
220,14590
221,22205
222,49700
223,4064
224,33124
225,37077
226,50485
227,48117
228,14646
229,2582
230,58899
231,23023
232,12899
233,12939
234,31440
235,26119
236,29762
237,5380
238,1171
239,37152
240,15431
241,22703
242,44369
243,41112
244,9346
245,42077
246,55014
247,41112
248,24606
249,34444
250,32816
251,38352
252,22082
253,10747
254,721
255,41973
256,61281
257,27339
258,36605
259,63539
260,9320
261,22059
262,19663
263,35425
264,63989
265,14108
266,23480
267,1173
268,31974
269,46672
270,57648
271,36855
272,36044
273,16615
274,51587
275,41200
276,24843
277,13112
278,43040
279,53160
280,14908
281,56289
282,10319
283,45198
284,5208
285,3176
286,14581
287,62300
288,2032
289,48302
290,20901
291,4400
292,16417
293,26119
294,54339
295,18673
296,14133
297,58397
298,60215
299,57210
300,22734
301,18475
302,40158
303,7440
304,54163
305,23843
306,52991
307,22498
308,60110
309,37427
310,37530
311,49812
312,39004
313,21752
314,45367
315,3448
316,52348
317,56991
318,40162
319,42054
320,531
321,51068
322,32941
323,58995
324,23706
325,9770
326,4958
327,46013
328,29541
329,13275
330,48018
331,221
332,24197
333,10316
334,13560
335,63641
336,9248
337,34304
338,14185
339,55208
340,25395
341,48074
342,44361
343,45329
344,52152
345,41708
346,37972
347,47037
348,27733
349,15684
350,50407
351,52053
352,689
353,12714
354,40739
355,39116
356,50033
357,59674
358,14765
359,56980
360,43207
361,3215
362,19346
363,29797
364,16214
365,46309
366,59849
367,39302
368,22880
369,48208
370,17234
371,13875
372,60628
373,28129
374,57684
375,45354
376,10688
377,39931
378,5843
379,20609
380,15213
381,45039
382,4064
383,14395
384,22107
385,42159
386,41845
387,25498
388,51931
389,28836
390,33299
391,38972
392,327
393,57770
394,17601
395,42827
396,57096
397,4322
398,42402
399,6462
400,44447
401,42379
402,22062
403,32042
404,42247
405,10235
406,29036
407,53068
408,55421
409,11903
410,62876
411,25258
412,31580
413,30814
414,41665
415,21561
416,20475
417,17039
418,39456
419,28740
420,31440
421,63057
422,57975
423,47915
424,46579
425,39279
426,62743
427,23587
428,51579
429,30950
430,38176
431,45246
432,56528
433,5486
434,61102
435,52198
436,31239
437,26778
438,51894
439,49149
440,12026
441,35902
442,50847
443,14524
444,18481
445,13631
446,33742
447,45410
448,64157
449,29685
450,18708
451,46822
452,23767
453,34587
454,24762
455,45657
456,29087
457,21277
458,37037
459,57182
460,19878
461,17799
462,4671
463,32552
464,58733
465,52335
466,62271
467,20059
468,219
469,43998
470,55800
471,37091
472,3596
473,40002
474,14429
475,22753
476,1175
477,56349
478,49001
479,28459
480,20951
481,29574
482,3493
483,2835
484,18451
485,50779
486,3042
487,4878
488,55511
489,25930
490,9967
491,30558
492,20598
493,29539
494,29816
495,55825
496,27918
497,56560
498,61148
499,5221
500,25221
501,53294
502,15905
503,21731
504,53212
505,20256
506,59593
507,1660
508,41164
509,60822
510,11020
511,23882
512,18588
513,37911
514,49656
515,14153
516,17880
517,5803
518,11416
519,4599
520,18409
521,25229
522,40801
523,32856
524,57212
525,24459
526,15896
527,25651
528,5009
529,2823
530,54865
531,51295
532,57973
533,40323
534,43369
535,22929
536,22108
537,9584
538,21418
539,23539
540,23602
541,62795
542,32770
543,16983
544,16133
545,60218
546,15862
547,57924
548,54343
549,60851
550,17917
551,12364
552,29894
553,58603
554,10840
555,8200
556,25626
557,12167
558,31308
559,4242
560,6464
561,17417
562,56959
563,442
564,1203
565,20967
566,2140
567,5043
568,33565
569,44031
570,55147
571,8545
572,56549
573,53165
574,18077
575,34440
576,59726
577,22018
578,30518
579,33294
580,49387
581,12342
582,17574
583,33284
584,17722
585,48267
586,50874
587,57427
588,46475
589,52339
590,19866
591,61855
592,5129
593,23428
594,38176
595,19745
596,197
597,22018
598,38406
599,14395
600,53792
601,56258
602,60324
603,574
604,50881
605,20001
606,57334
607,16695
608,33803
609,2390
610,33779
611,1747
612,17029
613,21720
614,52634
615,9737
616,9018
617,17095
618,54037
619,13568
620,51502
621,40513
622,47442
623,33390
624,30037
625,13133
626,48153
627,57087
628,42713
629,14185
630,21693
631,47099
632,52623
633,59008
634,47754
635,58686
636,38867
637,35153
638,13051
639,22474
640,19120
641,21068
642,633
643,43595
644,9127
645,42835
646,10570
647,17637
648,49324
649,61180
650,24365
651,54504
652,11587
653,63950
654,16047
655,40992
656,22298
657,59692
658,4695
659,38265
660,25765
661,14300
662,54277
663,19891
664,28252
665,40002
666,32176
667,59698
668,545
669,44191
670,10145
671,2875
672,8322
673,38555
674,53289
675,42233
676,2668
677,42829
678,1579
679,37013
680,51057
681,17935
682,33639
683,24654
684,20557
685,20329
686,11299
687,5654
688,8887
689,51119
690,742
691,5001
692,39518
693,29735
694,39997
695,7416
696,23985
697,7737
698,13499
699,13146
700,36149
701,39582
702,42835
703,48209
704,25273
705,30580
706,45032
707,25043
708,5361
709,4678
710,38908
711,29080
712,20740
713,22511
714,60145
715,42496
716,23740
717,19754
718,18074
719,25184
720,15851
721,311
722,25670
723,13389
724,57010
725,26019
726,53685
727,9554
728,12449
729,5988
730,18433
731,23428
732,16249
733,57924
734,7849
735,34961
736,469
737,18073
738,17599
739,44489
740,23539
741,10261
742,22918
743,35598
744,51698
745,32866
746,38119
747,56461
748,32482
749,61085
750,41269
751,37334
752,18892
753,25918
754,1136
755,16609
756,36784
757,11763
758,42356
759,30930
760,7470
761,9602
762,17624
763,51284
764,53705
765,22001
766,53076
767,44258
768,52074
769,700
770,46828
771,22839
772,59748
773,23560
774,34841
775,5795
776,38176
777,7755
778,32002
779,52033
780,38346
781,13511
782,12939
783,9063
784,5041
785,24117
786,29352
787,52098
788,10261
789,36408
790,24459
791,57542
792,31865
793,19106
794,55831
795,35521
796,11092
797,64416
798,46838
799,41240
800,52687
801,11616
802,53685
803,12797
804,58182
805,40614
806,63878
807,36549
808,34739
809,44781
810,63669
811,51609
812,10611
813,46469
814,36642
815,34738
816,16503
817,52674
818,193
819,51863
820,54620
821,30903
822,48724
823,1230
824,105
825,55177
826,22241
827,45246
828,29683
829,24459
830,16526
831,7095
832,33573
833,27162
834,11670
835,59840
836,32726
837,62872
838,14823
839,53856
840,52058
841,22445
842,7627
843,3316
844,57674
845,18052
846,18077
847,60037
848,50937
849,23528
850,2476
851,63603
852,17425
853,26808
854,55205
855,29150
856,27192
857,48224
858,52775
859,3373
860,34202
861,61028
862,40550
863,34266
864,42054
865,57764
866,40560
867,64334
868,23483
869,22356
870,61302
871,18597
872,58231
873,6351
874,15916
875,39355
876,925
877,21361
878,15813
879,58953
880,58965
881,61551
882,53048
883,3705
884,39170
885,47536
886,924
887,7543
888,5729
889,191
890,6436
891,58924
892,23454
893,34544
894,43738
895,53452
896,7806
897,28773
898,4269
899,36470
900,22085
901,11529
902,53136
903,51653
904,47316
905,41551
906,26591
907,14800
908,61704
909,36528
910,31714
911,43863
912,16945
913,13476
914,28159
915,32791
916,31236
917,54277
918,30065
919,52701
920,10800
921,5771
922,22504
923,344
924,21646
925,41475
926,47504
927,330
928,45130
929,9170
930,54464
931,10367
932,10376
933,5102
934,26789
935,23720
936,49792
937,41735
938,31088
939,39274
940,48943
941,23528
942,55040
943,56011
944,2762
945,42009
946,48255
947,14587
948,24222
949,16588
950,1867
951,22625
952,33778
953,5939
954,1059
955,61219
956,18815
957,30637
958,7869
959,43799
960,52871
961,2330
962,21716
963,22867
964,41654
965,17783
966,24146
967,32984
968,17557
969,41024
970,57030
971,16982
972,9517
973,25039
974,52623
975,63229
976,63408
977,11428
978,29900
979,29757
980,14668
981,9813
982,6556
983,4126
984,36724
985,21415
986,51031
987,47649
988,39874
989,3797
990,22691
991,40428
992,14403
993,42705
994,37901
995,10261
996,10322
997,16566
998,24739
999,56492
1000,41153
1001,5404
1002,53230
1003,23535
1004,51501
1005,1528
1006,61325
1007,54464
1008,13328
1009,10210
1010,4730
1011,2718
1012,36450
1013,25787
1014,3747
1015,63850
1016,30475
1017,55294
1018,28520
1019,2390
1020,39627
1021,1845
1022,44916
1023,55425
1024,56024
1025,63505
1026,4810
1027,18853
1028,48776
1029,49868
1030,42837
1031,48706
1032,22297
1033,31899
1034,49819
1035,60344
1036,23916
1037,38744
1038,45246
1039,20961
1040,39848
1041,196
1042,40629
1043,55864
1044,25952
1045,19773
1046,27098
1047,30659
1048,29155
1049,20730
1050,62130
1051,55799
1052,17001
1053,1075
1054,36856
1055,40096
1056,22621
1057,63572
1058,2711
1059,12231
1060,13476
1061,22001
1062,42543
1063,31657
1064,25169
1065,727
1066,33850
1067,26553
1068,20238
1069,61891
1070,4344
1071,14769
1072,58536
1073,1469
1074,58861
1075,7003
1076,19061
1077,26763
1078,49830
1079,24164
1080,63073
1081,54077
1082,36536
1083,36331
1084,58589
1085,40876
1086,54464
1087,45927
1088,34738
1089,11968
1090,34059
1091,4677
1092,16986
1093,1301
1094,63834
1095,54230
1096,26518
1097,21826
1098,27708
1099,11587
1100,62791
1101,60506
1102,62320
1103,7469
1104,3750
1105,31642
1106,33003
1107,40002
1108,32107
1109,26223
1110,10660
1111,35902
1112,33209
