Id,Predicted
0,45270
1,60455
2,35602
3,38896
4,4753
5,57146
6,9400
7,34220
8,39626
9,51844
10,22814
11,39199
12,45752
13,9584
14,16493
15,33997
16,8391
17,11003
18,49968
19,56267
20,63226
21,22091
22,39966
23,2325
24,31930
25,7179
26,58573
27,56818
28,50863
29,49204
30,49868
31,14004
32,60900
33,58937
34,27853
35,24720
36,15872
37,33826
38,25493
39,51738
40,37042
41,55666
42,3733
43,23740
44,60314
45,61747
46,35446
47,676
48,28255
49,5068
50,22984
51,50850
52,32640
53,54737
54,54151
55,49443
56,8875
57,52486
58,10351
59,8621
60,20808
61,59167
62,40139
63,55892
64,10984
65,8236
66,59767
67,24832
68,24581
69,5793
70,51114
71,54977
72,40897
73,2854
74,18398
75,41539
76,13768
77,8063
78,24956
79,26600
80,34422
81,10682
82,46000
83,56586
84,14523
85,13912
86,7753
87,5678
88,36322
89,29285
90,32684
91,24132
92,42892
93,3887
94,30555
95,20175
96,7969
97,16522
98,63349
99,63646
100,62930
101,10985
102,50045
103,23662
104,10263
105,37677
106,60577
107,40641
108,13975
109,830
110,31044
111,43427
112,61819
113,1876
114,27077
115,34379
116,41211
117,2355
118,60466
119,31318
120,27761
121,55463
122,52627
123,3133
124,59446
125,25221
126,40007
127,34562
128,17930
129,22271
130,32911
131,61291
132,28762
133,19616
134,11978
135,29198
136,4490
137,63765
138,4730
139,23620
140,18735
141,2757
142,22380
143,14618
144,49783
145,4997
146,23465
147,33077
148,26713
149,37317
150,51668
151,24562
152,24010
153,56192
154,39902
155,34202
156,24799
157,31560
158,61761
159,51273
160,13168
161,47149
162,48745
163,9212
164,59608
165,5753
166,8545
167,19378
168,31920
169,34515
170,15313
171,41990
172,56427
173,18872
174,33512
175,63263
176,23480
177,52103
178,27218
179,40743
180,17897
181,45395
182,49025
183,25093
184,39451
185,9596
186,56738
187,46942
188,42230
189,33263
190,30673
191,36776
192,24222
193,43030
194,19113
195,11709
196,63633
197,45938
198,53978
199,2430
200,54448
201,40424
202,10687
203,12337
204,57368
205,25253
206,3971
207,22511
208,57990
209,7928
210,41376
211,5839
212,11009
213,28526
214,45160
215,35726
216,35726
217,17008
218,24098
219,54527
220,59995
221,22209
222,49680
223,27584
224,33124
225,37077
226,50485
227,48114
228,859
229,2578
230,58899
231,39570
232,8049
233,12953
234,31390
235,7685
236,29707
237,63089
238,13854
239,37155
240,15433
241,22697
242,44369
243,15667
244,33512
245,42077
246,34565
247,41112
248,35207
249,34444
250,60024
251,6939
252,22082
253,19209
254,721
255,41973
256,61281
257,27339
258,36605
259,63539
260,7469
261,22059
262,19663
263,35425
264,63989
265,25585
266,2026
267,1173
268,44697
269,63027
270,57648
271,36860
272,1219
273,16611
274,26778
275,41200
276,35362
277,13112
278,43040
279,27533
280,49007
281,56289
282,10319
283,45198
284,5228
285,3176
286,14581
287,3121
288,2028
289,48302
290,20901
291,4400
292,16417
293,26119
294,20646
295,18673
296,46012
297,19170
298,60215
299,57210
300,22734
301,18475
302,4541
303,7440
304,54163
305,23843
306,52994
307,22498
308,60110
309,37427
310,37530
311,53686
312,64416
313,49367
314,45367
315,3448
316,52348
317,46012
318,40162
319,39630
320,663
321,51068
322,32941
323,12427
324,23706
325,9770
326,4957
327,28594
328,61229
329,13275
330,48018
331,221
332,53262
333,10316
334,13560
335,40631
336,9248
337,19921
338,51763
339,55208
340,25395
341,43786
342,33935
343,45323
344,19938
345,41708
346,38007
347,53264
348,27733
349,15684
350,50407
351,52117
352,41954
353,12716
354,40739
355,39116
356,50033
357,59674
358,14765
359,56980
360,22956
361,3215
362,19346
363,62908
364,48110
365,46302
366,30420
367,39302
368,22880
369,50659
370,17159
371,13875
372,60593
373,11046
374,57684
375,45985
376,10688
377,39931
378,5842
379,24892
380,15200
381,45039
382,45796
383,14395
384,22107
385,7476
386,41845
387,25498
388,25483
389,28836
390,33299
391,57555
392,327
393,57770
394,17602
395,42827
396,57096
397,4317
398,42402
399,63132
400,44665
401,42364
402,22062
403,32040
404,42247
405,10515
406,37682
407,52541
408,27416
409,11904
410,62876
411,25253
412,31580
413,48984
414,41665
415,21569
416,40460
417,17039
418,39456
419,26119
420,31333
421,63057
422,57973
423,47915
424,46581
425,19788
426,62733
427,23605
428,51579
429,31411
430,45350
431,45246
432,60518
433,5486
434,61102
435,52198
436,26257
437,26778
438,58536
439,49149
440,12026
441,39646
442,50842
443,14140
444,24250
445,13597
446,33742
447,9860
448,64157
449,29684
450,18710
451,46822
452,23767
453,34587
454,25869
455,45533
456,29087
457,21325
458,37037
459,57186
460,19878
461,17799
462,17033
463,32552
464,58733
465,52335
466,26665
467,20059
468,219
469,51612
470,55800
471,37091
472,3596
473,40497
474,14459
475,34692
476,1175
477,56330
478,8811
479,14168
480,20985
481,45095
482,8870
483,40921
484,16068
485,50779
486,3051
487,39885
488,52541
489,25854
490,9967
491,25935
492,20596
493,29539
494,29816
495,55825
496,27918
497,60455
498,61148
499,5036
500,25221
501,53294
502,15905
503,21731
504,53209
505,20253
506,41954
507,48421
508,41164
509,60822
510,21901
511,24010
512,18588
513,37911
514,48880
515,14153
516,17880
517,5719
518,43069
519,4590
520,18409
521,3495
522,40801
523,3062
524,25386
525,24489
526,15872
527,25653
528,5009
529,13499
530,54919
531,51295
532,57974
533,40323
534,57648
535,22929
536,22097
537,9584
538,21434
539,23539
540,23602
541,62795
542,32770
543,16983
544,34914
545,60218
546,47742
547,57924
548,54343
549,60851
550,23919
551,17930
552,29894
553,23599
554,10839
555,712
556,25626
557,12167
558,31308
559,4242
560,58895
561,45968
562,2738
563,442
564,1191
565,21006
566,2141
567,5043
568,33590
569,55636
570,55114
571,8545
572,56549
573,53165
574,18077
575,34440
576,1535
577,22018
578,41647
579,33296
580,49387
581,12344
582,17574
583,33284
584,17722
585,48264
586,50874
587,57427
588,60882
589,52339
590,19866
591,61855
592,5129
593,8676
594,35775
595,19745
596,193
597,22007
598,38404
599,42544
600,53810
601,56260
602,53209
603,18450
604,50881
605,51656
606,57333
607,16695
608,33803
609,48867
610,19537
611,1747
612,25265
613,2005
614,52500
615,10672
616,9018
617,17029
618,43403
619,55594
620,51509
621,33242
622,47411
623,23638
624,30037
625,49932
626,49668
627,57087
628,42713
629,18028
630,21694
631,42654
632,52623
633,14701
634,19942
635,58686
636,38867
637,53660
638,13050
639,22474
640,19120
641,20988
642,556
643,54021
644,9127
645,42835
646,10570
647,60340
648,27381
649,61180
650,24365
651,54504
652,11603
653,63947
654,19344
655,40992
656,22298
657,37208
658,3033
