Id,Predicted
0,45291
1,49681
2,35602
3,38896
4,17163
5,19046
6,9400
7,21531
8,52894
9,19046
10,22814
11,39199
12,54797
13,9584
14,16493
15,58066
16,16992
17,11003
18,36555
19,40497
20,63226
21,22091
22,12422
23,49885
24,31620
25,7179
26,10759
27,56686
28,50863
29,49262
30,49868
31,14004
32,53665
33,58937
34,27853
35,24720
36,15872
37,27761
38,25493
39,51738
40,37042
41,55666
42,3568
43,23735
44,60314
45,61747
46,50705
47,680
48,28302
49,5068
50,22984
51,50850
52,32640
53,54777
54,54151
55,10465
56,1858
57,52508
58,10440
59,8621
60,62653
61,50315
62,40082
63,55893
64,10946
65,8236
66,5541
67,44811
68,24581
69,61590
70,51114
71,54977
72,40897
73,2854
74,18398
75,41568
76,13831
77,8063
78,24956
79,26600
80,34430
81,10682
82,46000
83,56586
84,13584
85,8739
86,7748
87,17710
88,37366
89,29287
90,32684
91,24132
92,42838
93,15628
94,30575
95,44399
96,7969
97,16522
98,63349
99,56991
100,62998
101,10985
102,50045
103,23671
104,10263
105,37677
106,36879
107,40643
108,13975
109,13237
110,50464
111,39513
112,61821
113,1877
114,27077
115,34379
116,51653
117,2355
118,60466
119,31318
120,41068
121,55463
122,52711
123,3140
124,59449
125,25221
126,39969
127,34562
128,25048
129,9592
130,32911
131,50943
132,28762
133,40549
134,12048
135,29195
136,63631
137,63757
138,4730
139,23620
140,18735
141,2758
142,22380
143,14618
144,32920
145,4997
146,23465
147,33067
148,34729
149,37317
150,63484
151,24569
152,29459
153,56192
154,44388
155,34202
156,24799
157,38971
158,22165
159,32089
160,13168
161,47149
162,48725
163,48459
164,59608
165,5753
166,8545
167,36464
168,16976
169,34515
170,24010
171,41984
172,56701
173,39004
174,13476
175,63263
176,23480
177,52103
178,27218
179,40743
180,26971
181,45395
182,49025
183,30237
184,39451
185,41264
186,56738
187,47291
188,42233
189,31162
190,30673
191,36776
192,24222
193,43030
194,19113
195,11709
196,28431
197,19249
198,53776
199,3319
200,54485
201,40424
202,10687
203,12337
204,6601
205,21294
206,3971
207,22499
208,57990
209,7928
210,41376
211,14868
212,11009
213,28526
214,29674
215,39259
216,31262
217,17008
218,50243
219,54538
220,59995
221,22209
222,49700
223,18663
224,33124
225,37077
226,24869
227,55639
228,29623
229,2575
230,54736
231,23023
232,45742
233,12953
234,31451
235,7685
236,29707
237,63089
238,13854
239,46233
240,12623
241,22697
242,44369
243,5865
244,12261
245,42077
246,36225
247,41112
248,26119
249,34444
250,60024
251,6939
252,22082
253,10747
254,721
255,41973
256,61281
257,27339
258,36605
259,60836
260,7469
261,22059
262,19662
263,35425
264,63989
265,14108
266,7276
267,1173
268,44697
269,63018
270,57637
271,36866
272,11823
273,16611
274,27356
275,41200
276,13450
277,13112
278,43040
279,27533
280,14908
281,56289
282,10415
283,40193
284,20250
285,3176
286,14961
287,48077
288,2032
289,48294
290,20901
291,4400
292,16417
293,26124
294,12818
295,18673
296,45291
297,19170
298,60215
299,57210
300,22733
301,18475
302,32213
303,7440
304,54163
305,23843
306,52994
307,22498
308,60110
309,61124
310,37464
311,49812
312,25672
313,21752
314,45367
315,3454
316,52348
317,55749
318,40162
319,62932
320,17568
321,46297
322,32941
323,12427
324,23637
325,9770
326,4957
327,28594
328,61229
329,13275
330,48018
331,229
332,24197
333,10457
334,13560
335,46448
336,9248
337,30093
338,19909
339,6765
340,25388
341,48074
342,33935
343,45324
344,49525
345,41716
346,37991
347,47037
348,27733
349,15684
350,50407
351,52061
352,7103
353,12714
354,53782
355,12854
356,50033
357,59674
358,58398
359,40377
360,22956
361,3215
362,63830
363,22009
364,48672
365,46302
366,30420
367,39302
368,22880
369,48016
370,17165
371,13875
372,60628
373,11053
374,57684
375,45988
376,10693
377,24579
378,5843
379,24892
380,15213
381,45039
382,10003
383,14395
384,22151
385,42159
386,41845
387,25498
388,61072
389,28836
390,33299
391,57555
392,362
393,9127
394,17601
395,2315
396,57096
397,4317
398,28993
399,25786
400,44445
401,18874
402,22062
403,14948
404,42247
405,10408
406,29043
407,53067
408,46838
409,11863
410,62876
411,25258
412,31580
413,48985
414,41664
415,21561
416,10315
417,17039
418,39497
419,8735
420,10596
421,63068
422,57973
423,47915
424,46580
425,19788
426,62743
427,23731
428,51579
429,31411
430,38176
431,45246
432,57097
433,5486
434,61104
435,52198
436,45134
437,58837
438,63124
439,49149
440,12027
441,37808
442,50845
443,14524
444,39878
445,13619
446,24579
447,416
448,62669
449,29685
450,18710
451,46822
452,23767
453,34587
454,25936
455,45637
456,29087
457,21285
458,37037
459,50754
460,19864
461,17795
462,17001
463,32552
464,58733
465,52335
466,19033
467,54479
468,219
469,29552
470,36873
471,37091
472,3596
473,9289
474,14441
475,38703
476,1175
477,56349
478,8811
479,28459
480,20951
481,56270
482,8870
483,40921
484,43482
485,42278
486,3051
487,39885
488,21051
489,25855
490,9967
491,30558
492,20596
493,29539
494,29816
495,55825
496,27918
497,49575
498,61148
499,5152
500,25221
501,53294
502,1394
503,41699
504,53230
505,20253
506,8690
507,48439
508,41164
509,48267
510,4874
511,24010
512,18588
513,53914
514,49642
515,9199
516,17880
517,5434
518,63930
519,4590
520,18409
521,21397
522,40801
523,20042
524,56385
525,24425
526,15872
527,25651
528,5009
529,13499
530,54919
531,51295
532,57973
533,33393
534,57654
535,22929
536,39531
537,9584
538,21447
539,23539
540,23699
541,62795
542,32770
543,16983
544,34914
545,60218
546,47742
547,57924
548,54333
549,60851
550,19841
551,25027
552,29894
553,29517
554,10839
555,45946
556,26062
557,12167
558,31308
559,4241
560,36889
561,41420
562,45964
563,442
564,1191
565,20967
566,2142
567,35281
568,33566
569,55636
570,55114
571,8545
572,56540
573,53165
574,18032
575,34430
576,21038
577,22018
578,5725
579,33296
580,49387
581,12342
582,17574
583,33284
584,17722
585,48267
586,51281
587,57413
588,14186
589,52339
590,19866
591,61855
592,59834
593,23428
594,35775
595,19747
596,197
597,22018
598,38404
599,21514
600,53810
601,56242
602,53188
603,34960
604,50881
605,32829
606,57334
607,16695
608,63360
609,53681
610,19519
611,1747
612,17029
613,21713
614,52634
615,10672
616,9018
617,17029
618,21329
619,13574
620,51553
621,10784
622,47442
623,6755
624,30037
625,10671
626,38043
627,57096
628,50407
629,48067
630,21693
631,47126
632,52591
633,23507
634,58189
635,58686
636,38883
637,11117
638,29985
639,22474
640,43629
641,20988
642,545
643,54021
644,9127
645,42835
646,10570
647,60349
648,27381
649,61180
650,24365
651,8235
652,11587
653,63950
654,19344
655,41016
656,22298
657,59692
658,4695
659,46431
660,45400
661,1733
662,54274
663,19891
664,28252
665,40002
666,41137
667,52291
668,608
669,44079
670,10145
671,2875
672,6302
673,55122
674,53273
675,42236
676,60249
677,42829
678,1578
679,37013
680,63997
681,2896
682,33639
683,24154
684,20557
685,25323
686,11300
687,5654
688,17529
689,51107
690,24361
691,48077
692,12464
693,29764
694,57852
695,59748
696,23985
697,8131
698,35179
699,33260
700,36149
701,17939
