Id,Predicted
0,45270
1,47037
2,35602
3,38896
4,4753
5,57147
6,9400
7,34220
8,57080
9,51844
10,22814
11,39199
12,54829
13,9584
14,16493
15,56308
16,26704
17,11003
18,49968
19,27508
20,63226
21,22091
22,25802
23,38811
24,31620
25,7143
26,52326
27,56756
28,50863
29,49262
30,40390
31,14643
32,19822
33,58937
34,27853
35,24720
36,15872
37,39966
38,12388
39,51738
40,37042
41,55666
42,3737
43,23740
44,19673
45,61747
46,35440
47,689
48,28302
49,5068
50,22984
51,50849
52,32638
53,54737
54,54151
55,31169
56,8887
57,52486
58,10351
59,8621
60,62653
61,34690
62,40139
63,55892
64,10946
65,8236
66,5307
67,3932
68,24581
69,13556
70,51114
71,61302
72,40897
73,2854
74,18398
75,16823
76,13825
77,8063
78,24957
79,26600
80,34430
81,10682
82,46000
83,56586
84,5945
85,13912
86,7753
87,17710
88,47321
89,29287
90,32684
91,24132
92,42838
93,12294
94,30555
95,20129
96,7969
97,16502
98,63349
99,1099
100,62998
101,10989
102,58649
103,23732
104,10145
105,37677
106,61908
107,40650
108,13977
109,57614
110,31044
111,18892
112,61819
113,1877
114,27077
115,34379
116,51653
117,2355
118,60466
119,31322
120,10779
121,55463
122,52629
123,3133
124,59446
125,25221
126,40002
127,34562
128,31649
129,9592
130,32911
131,50943
132,28780
133,40549
134,11978
135,29198
136,61540
137,63765
138,4730
139,23625
140,18735
141,2758
142,22380
143,14618
144,32888
145,4997
146,23460
147,33067
148,45764
149,37317
150,51668
151,24562
152,24010
153,2073
154,39892
155,34202
156,24799
157,52733
158,61761
159,18044
160,13168
161,47149
162,48745
163,9212
164,59608
165,15515
166,8545
167,20233
168,25275
169,34515
170,40421
171,23837
172,56701
173,35027
174,17257
175,63263
176,23480
177,52103
178,27218
179,40743
180,17897
181,19119
182,49025
183,45933
184,39451
185,9596
186,56738
187,47291
188,42230
189,5952
190,30672
191,38900
192,63756
193,43030
194,25404
195,11709
196,63646
197,59009
198,53978
199,58995
200,54485
201,40424
202,10687
203,12337
204,38980
205,25282
206,3971
207,22499
208,39079
209,7912
210,41376
211,52436
212,2904
213,28526
214,45160
215,15840
216,31262
217,16972
218,50243
219,54538
220,35000
221,22205
222,49700
223,27584
224,47436
225,37077
226,50243
227,48115
228,22099
229,2575
230,54772
231,23023
232,4624
233,6891
234,31390
235,26119
236,29707
237,63089
238,36813
239,46233
240,15427
241,22703
242,44369
243,15537
244,52323
245,42077
246,55014
247,41112
248,25690
249,34525
250,60024
251,38352
252,22082
253,10747
254,702
255,41973
256,61281
257,27339
258,36605
259,60867
260,9319
261,22059
262,19662
263,35425
264,29451
265,6188
266,14961
267,1173
268,25411
269,63027
270,57637
271,52291
272,28877
273,16611
274,23425
275,41229
276,31620
277,13112
278,43040
279,63713
280,49007
281,56289
282,10319
283,40193
284,5208
285,3176
286,55172
287,3181
288,591
289,48302
290,20901
291,4400
292,16417
293,26119
294,55643
295,18892
296,40193
297,19170
298,60215
299,57210
300,22734
301,18475
302,28261
303,7440
304,54163
305,23843
306,52991
307,22498
308,60110
309,15604
310,37762
311,59183
312,35296
313,49367
314,45367
315,3448
316,52348
317,38822
318,40162
319,62998
320,44781
321,51042
322,32941
323,3319
324,23706
325,9770
326,4957
327,26100
328,18154
329,13275
330,48018
331,221
332,25458
333,10316
334,13560
335,57062
336,9265
337,30093
338,4949
339,55208
340,31155
341,48074
342,44361
343,45322
344,8945
345,41708
346,37978
347,47057
348,27733
349,15684
350,42725
351,25263
352,2329
353,12714
354,40739
355,12854
356,50033
357,59674
358,47270
359,56980
360,22957
361,3215
362,19346
363,27030
364,48618
365,46302
366,30420
367,39302
368,22880
369,60132
370,17165
371,13875
372,60593
373,1407
374,22147
375,45988
376,10688
377,24579
378,5842
379,24892
380,15222
381,45039
382,10003
383,14395
384,22151
385,42159
386,41845
387,25498
388,51931
389,28871
390,33299
391,38972
392,327
393,57770
394,17602
395,22192
396,57096
397,4322
398,42373
399,63132
400,44543
401,42364
402,22062
403,58807
404,42247
405,10539
406,28875
407,53068
408,5301
409,11904
410,62887
411,21328
412,31580
413,48985
414,46350
415,21586
416,40460
417,17039
418,39456
419,28722
420,10377
421,63066
422,57973
423,47915
424,46580
425,41490
426,62733
427,23731
428,51579
429,31411
430,38189
431,45246
432,57097
433,5486
434,61102
435,52198
436,49453
437,61019
438,63124
439,49149
440,12026
441,31155
442,50843
443,62017
444,24250
445,13634
446,13003
447,270
448,64157
449,29674
450,18710
451,11401
452,35376
453,34587
454,21276
455,18867
456,29087
457,21285
458,37037
459,57186
460,19878
461,17795
462,17033
463,32552
464,58733
465,52335
466,39967
467,20059
468,411
469,30636
470,8073
471,35623
472,3680
473,9289
474,14478
475,34691
476,1175
477,56326
478,8817
479,13358
480,21042
481,63228
482,8870
483,2611
484,43482
485,50779
486,3053
487,39885
488,41015
489,25866
490,9967
491,30558
492,20596
493,29539
494,29816
495,55825
496,27918
497,60455
498,61148
499,4997
500,17070
501,53294
502,1394
503,58083
504,53230
505,20256
506,59593
507,48426
508,41164
509,36740
510,4871
511,39709
512,18588
513,37911
514,48880
515,53244
516,17880
517,5727
518,11429
519,4590
520,18396
521,3495
522,50482
523,20016
524,37187
525,24296
526,15872
527,25651
528,5009
529,56910
530,54797
531,51295
